"ID" "x_center" "y_center" "trend" "std" "x_poly1" "y_poly1" "x_poly2" "y_poly2" "x_poly3" "y_poly3" "x_poly4" "y_poly4"
  8.5000000e+001 -1.7550000e+002  1.6500000e+001 -1.2297680e+000  2.4595361e-001 -1.7600000e+002  1.6000000e+001 -1.7600000e+002  1.7000000e+001 -1.7500000e+002  1.7000000e+001 -1.7500000e+002  1.6000000e+001
  8.6000000e+001 -1.7550000e+002  1.3500000e+001 -1.3076573e+000  2.6153146e-001 -1.7600000e+002  1.3000000e+001 -1.7600000e+002  1.4000000e+001 -1.7500000e+002  1.4000000e+001 -1.7500000e+002  1.3000000e+001
  8.7000000e+001 -1.7550000e+002  1.0500000e+001 -1.3778307e+000  2.7556614e-001 -1.7600000e+002  1.0000000e+001 -1.7600000e+002  1.1000000e+001 -1.7500000e+002  1.1000000e+001 -1.7500000e+002  1.0000000e+001
  8.8000000e+001 -1.7550000e+002  7.5000000e+000 -1.4374931e+000  2.8749861e-001 -1.7600000e+002  7.0000000e+000 -1.7600000e+002  8.0000000e+000 -1.7500000e+002  8.0000000e+000 -1.7500000e+002  7.0000000e+000
  8.9000000e+001 -1.7550000e+002  4.5000000e+000 -1.4849864e+000  2.9699729e-001 -1.7600000e+002  4.0000000e+000 -1.7600000e+002  5.0000000e+000 -1.7500000e+002  5.0000000e+000 -1.7500000e+002  4.0000000e+000
  9.0000000e+001 -1.7550000e+002  1.5000000e+000 -1.5190026e+000  3.0380051e-001 -1.7600000e+002  1.0000000e+000 -1.7600000e+002  2.0000000e+000 -1.7500000e+002  2.0000000e+000 -1.7500000e+002  1.0000000e+000
  9.1000000e+001 -1.7550000e+002 -1.5000000e+000 -1.5566011e+000  3.1132023e-001 -1.7600000e+002 -2.0000000e+000 -1.7600000e+002 -1.0000000e+000 -1.7500000e+002 -1.0000000e+000 -1.7500000e+002 -2.0000000e+000
  9.2000000e+001 -1.7550000e+002 -4.5000000e+000 -1.5845441e+000  3.1690881e-001 -1.7600000e+002 -5.0000000e+000 -1.7600000e+002 -4.0000000e+000 -1.7500000e+002 -4.0000000e+000 -1.7500000e+002 -5.0000000e+000
  9.3000000e+001 -1.7550000e+002 -7.5000000e+000 -1.5783107e+000  3.1566214e-001 -1.7600000e+002 -8.0000000e+000 -1.7600000e+002 -7.0000000e+000 -1.7500000e+002 -7.0000000e+000 -1.7500000e+002 -8.0000000e+000
  9.4000000e+001 -1.7550000e+002 -1.0500000e+001 -1.5740015e+000  3.1480029e-001 -1.7600000e+002 -1.1000000e+001 -1.7600000e+002 -1.0000000e+001 -1.7500000e+002 -1.0000000e+001 -1.7500000e+002 -1.1000000e+001
  9.5000000e+001 -1.7550000e+002 -1.3500000e+001 -1.5551440e+000  3.1102880e-001 -1.7600000e+002 -1.4000000e+001 -1.7600000e+002 -1.3000000e+001 -1.7500000e+002 -1.3000000e+001 -1.7500000e+002 -1.4000000e+001
  9.6000000e+001 -1.7550000e+002 -1.6500000e+001 -1.5338880e+000  3.0677761e-001 -1.7600000e+002 -1.7000000e+001 -1.7600000e+002 -1.6000000e+001 -1.7500000e+002 -1.6000000e+001 -1.7500000e+002 -1.7000000e+001
  9.7000000e+001 -1.7550000e+002 -1.9500000e+001 -1.4877552e+000  2.9755104e-001 -1.7600000e+002 -2.0000000e+001 -1.7600000e+002 -1.9000000e+001 -1.7500000e+002 -1.9000000e+001 -1.7500000e+002 -2.0000000e+001
  9.8000000e+001 -1.7550000e+002 -2.2500000e+001 -1.4167742e+000  2.8335484e-001 -1.7600000e+002 -2.3000000e+001 -1.7600000e+002 -2.2000000e+001 -1.7500000e+002 -2.2000000e+001 -1.7500000e+002 -2.3000000e+001
  9.9000000e+001 -1.7550000e+002 -2.5500000e+001 -1.3621001e+000  2.7242003e-001 -1.7600000e+002 -2.6000000e+001 -1.7600000e+002 -2.5000000e+001 -1.7500000e+002 -2.5000000e+001 -1.7500000e+002 -2.6000000e+001
  1.0000000e+002 -1.7550000e+002 -2.8500000e+001 -1.3062982e+000  2.6125964e-001 -1.7600000e+002 -2.9000000e+001 -1.7600000e+002 -2.8000000e+001 -1.7500000e+002 -2.8000000e+001 -1.7500000e+002 -2.9000000e+001
